6345,A,Occasionally (10%-19%),10/25/08 Wii - Without 5x5,Woodsball - Train Depot Field,Collision Detection,Occasionally - Collision Detection - Train Depot Field: User is able to Dive into the wood stacks and become stuck inside,"Summary:
Occasionally, during Gameplay, at Train Depot Field, the user Dove into the wood stacks and became stuck inside.

Steps to Reproduce:
1) Entered Train Depot Field,
2) Navigated to a stack of wood,
6) Ran towards the center of the wood pile,
7) Dove just before reaching the wood stack,
8) Observed that by diving into the wood stack the user's character had becoming stuck inside.

Expected Results:
All objects must have proper collision.",,39746,39747,,AMP QA (E)\Wii,,6. Dev - Open
6336,B,Occasionally (1%-9%),10/23/08 PS3,Multiplayer,Technical Check,"Occasionally - Technical Check - Multiplayer : When the user selects a match from the games list, the user is brought back to the games list instead of joining the game lobby.","Summary:
When the user joins a default multiplayer match by selecting the match from the games list, after the loading screen into the lobby has finished, the games list appears on the screen for the user instead of the game lobby.

Steps to Reproduce:
1) User1 creates a default multiplayer match
2) User2 selects join game, default filters
3) User2 selects User1's match from the games list
4) The loading screen appears and finishes
5) Occasionally, after loading the user has the games list displayed on screen

Expected Results:
The user must load directly into the game lobby of a selected multiplayer match.

NOTE(1): If the user presses the circle button when the games list appears after loading, the user will receive an error message upon trying to join the match again and must back out to the main menu in order to join a new match.
NOTE(2): TTY attached.
NOTE(3): Has taken at least 30 ticks for this to occur.
NOTE(4): This issue seems to occur more frequently from a fresh boot on both user's consoles.","[John Hart (AMP QA Lead) -- 10/26/2008 09:38:31 PM]
TTY report added to the issue on 10/26/08 from the 10/23 build

[vDev13 Fun Labs (AMP Dev) -- 10/28/2008 01:12:38 PM]
could not reproduce it

[Dean Fingerholz (AMP QA Lead) -- 10/28/2008 01:58:12 PM]
Reproduced on 10.26.08 build. 2 new TTYs have been attached.

[John Hart (AMP QA Lead) -- 10/29/2008 04:19:02 AM]
Verified in the 10/28 build",39746,39750,,AMP QA (E)\PS3,,6. Dev - Open
6335,C,Always (100%),10/25/08 Wii - Without 5x5,Gameplay,Audio/Sound,Audio/Sound - Gameplay: There is no buzzer sound when a character picks up a flag or returns it to the base.,"Summary:
During gameplay, there is no buzzer sound when a character picks up the opponent's flag or when he returns it to the flag base.

Steps to Reproduce:
1) From Main Menu, enter into any mode of gameplay with Capture the Flag.
2) When gameplay begins, retrieve the enemy's flag.
3) Return the flag to the flag station.
4) Observe that there is no buzzer when the user's character picks up the flag or returns it to the base.

Expected Results:
There must be a buzzer sound when a character (user's character or AI) picks up a flag and when it is returned to the base.",,39746,39747,,AMP QA (E)\Wii,,6. Dev - Open
6334,A,Once,10/25/08 Wii - Without 5x5,"Speedball - Las Vegas, Nevada",Crash,"Once - Crash - Speedball - Las Vegas, Nevada: The game crashed while spamming C and Z buttons on the load screen.","Summary:
Once, during gameplay, when the User was loading into Career Mode, Las Vegas, Nevada the User spammed the C and Z buttons on the loading screen and the User observed the game crash leaving a white dot on the left side of the screen and replaying the same 4 seconds of audio.

Steps to Reproduce:
1) From the Main Menu, selected Career Mode,
2) With Las Vegas, Nevada Unlocked, loaded into Las Vegas, Nevada,
3) On the load screen the User spammed the C and Z buttons,
4) The User observed the game crash on the loading screen leaving a white dot on the left side of the screen and replaying the same 4 seconds of audio. 

Expected Results:
The game must NOT crash.",,39746,39746,,AMP QA (E)\Wii,,6. Dev - Open
6333,A,Occasionally (1%-9%),10/22/08 X360,Multiplayer,Gameplay,"Occasionally (1%-9%) - Gameplay - Multiplayer: In System Link matches on two Woodsball maps, the users' characters did not spawn into the level correctly","Summary:
Occasionally, during System Link matches in the Tippmann and Train Depot Field Woodsball levels, the users' characters spawned in the air above the maps and constantly fell towards the ground.

Steps to Reproduce:
1) From the Main Menu, the user selected Multiplayer,
2) The user selected any kind of Woodsball game with any amount of players,
3) He then selected System Link,
4) He chose either Train Depot Field or Tippmann Field,
5) Finally, he selected any game type with any amount of players,
6) During gameplay, he observed that all the characters fell constantly towards the ground, making gameplay nearly impossible.

Expected Results:
Characters must spawn into the level properly during System Link Woodsball matches.

NOTE(1): This issue occurred with one human user and a team of bots, and also with three human users and no bots.",,39746,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6332,C,Always (100%),10/25/08 Wii - Without 5x5,Gear Store,Video/Graphic,Video/Graphic - Gear Store: The Empire Events mask appears with graphical corruption.,"Summary:
During gameplay, Gear Store, the Empire Events mask appears with graphical corruption in the form of moving black lines below the visor.

Steps to Reproduce:
1) From Main Menu, select Career Mode.
2) Select Gear Store.
3) Move the cursor over to the Masks section (the user must complete the second tournament to unlock this mask).
4) Select the Empire Events mask.
4) Observe the moving black lines on the mask.

Expected Results:
All graphics must appear without corruption.

NOTE1: Video available.
NOTE2: Graphical corruption also occurs when displayed in Team Outfit.",,39746,39746,,AMP QA (E)\Wii,,6. Dev - Open
6331,B,Always (100%),10/22/08 X360,Breakout Planner,Gameplay,"Gameplay - Breakout Planner: User plan resets between the first and second round of any Quickplay, or Exhibition match.","Summary:
During gameplay, Breakout Planner, in any quickplay or exhibition match, when the User completes the first round, and loads into the Breakout Planner for the second round, the planner resets the player positions back to the default settings.

Steps to Reproduce:
1) From the Main Menu select Quickplay, or Exhibition,
2) Select any match with more then 1 player on each side, and more then one round,
3) Load the Breakout Planner and set custom positions for the User's Team, 
4) Begin gameplay, and complete the first round, 
5) Load into the Breakout Planner,
6) Observe the Breakout Planner no longer has the custom settings from step 3,

Expected Results:
Breakout Planner settings must carry over from round to round.",,39746,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6316,B,Always (100%),10/22/08 X360,Multiplayer,Video/Graphic,Video/Graphic - Multiplayer: All barrels starting from the FL Firebird barrel appears as the previous barrel listed in system link gameplay.,"Summary:
During gameplay in a System Link match, all barrels starting from the FL Firebird barrel appears as the previous barrel listed.

Steps to Reproduce:
1) From Main Menu, select Multiplayer.
2) Select System Link.
3) Host selects Create Match.
4) Host selects a Speedball or Woodsball match.
5) Host clicks the Left Stick in to edit the player gear.
6) Host sets any paintball marker, any hopper, any barrel starting from FL Firebird barrel, any air tank, any harness, any woodsball combo, any mask, any gloves, any pants, and any shoes.
7) Host continues to the Lobby and waits for clients.
8) Host begins game.
9) When gameplay begins, all users observe that the paintball marker barrel appears as the barrel listed before it,

Expected Results:
All paintball marker barrels must appear correctly.

NOTE: List of Barrels affected: 

FL Firebird shows as: JT Tetra
Insert Nightstick shows as:FL Firebird 
DLX Luxe shows as: Insert Nightstick
Spyder Pilot shows as: DLX Luxe
Smart Parts All American Barrel shows as: Spyder Pilot 
Bob Long Vice shows as: Smart Parts All American Barrel
Bob Long Rapper shows as: Bob Long Vice
Sly Diesel Black shows as: Bob Long Rapper
Sly Pro-Merc Black shows as: Sly Diesel Black",,39746,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6315,S,Always (100%),10/22/08 X360,Gameplay,Legal,Legal - Career Mode - All Millennium tournaments must implement the M7 rules (5 vs 5 Elimination).,"Summary:
During Career Mode, all Millennium tournaments must implement the M7 rules (5 vs 5 Elimination). 

Steps to Reproduce:
1)Start Malaga Spain - Millennium Iberian Cup
2)Notice that the game is not a 5 on 5 Elimination type match and does not implement the M7 format

Expected Results:
All Millennium tournaments must implement the M7 format rules. 

NOTE: For each Millennium tournament, we should make it so that the user has a roster of 5 with no team switching out.

List of Millennium tournaments:
12a - Malaga, Spain - Millennium Iberian Cup
16a - London, England - Millennium SPL Campaign Cup
19a - Toulouse, France - Millennium SPL World Cup
22a - Nurburgring, Germany - Millennium MAXS CPL European Masters
25a - Paris, France - Millennium CPL French Open",,39746,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6313,A,Always (100%),10/22/08 X360,Multiplayer,Crash,Crash - Multiplayer: In a System Link match the game crashes with one Woodsball marker and one Speedball marker equipped.,"Summary:
During gameplay, Multiplayer, in a System Link match, with the Spyder MR2 Speedball marker equipped on any two players and the Tippman X7 MP5 SD equipped on two other players, the Host crashes on the loading screen.

Steps to Reproduce:
1) From the Main Menu, select Multiplayer,
2) Select System Link,
3) Make the Spyder MR2 Speedball marker available,
4) Make the Tippman X7 MP5 SD Woodsball marker available,
5) Two Players from either team select the Spyder MR2 Speedball marker,
6) Two Players from either team select the Tippman X7 MP5 SD Woodsball marker,
7) Observe the host crash while loading in to gameplay.

Expected Results:
The game must not crash.

NOTE(1): Crash dump available.",,39746,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6312,S,Always (100%),10/22/08 X360,Career Mode,Legal,Legal - Career Mode: The User appears to be able to turn on ramping for Career Mode.,"Summary:
During gameplay, Career Mode, if the User selects Career Mode, then selects any tournament, then during the round of gameplay accesses the options menu and goes to the gameplay options, the option to turn on ramping appears to be available.

Steps to Reproduce:
1) From the Main Menu, select Career Mode,
2) Select Tournament Play,
3) Select any tournament,
4) Proceed through the screens that appear until the match starts,
5) Press the START Button,
6) Select Options,
7) Select Gameplay,
8) Observe that an option to turn on or turn off ramping appears.

Expected Results:
Ramping must not be available during tournament play.

NOTE(1): Both NPPL & ME rulebooks strictly prohibit the use of ramping in tournament speedball gameplay. It may; however, be left in woodsball.",,39746,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6303,S,Always (100%),10/22/08 X360,Gameplay,Technical Check,Technical Check - Gameplay: Xbwatson reports errors when in Gameplay,"Summary:
Xbwatson reports XNET errors when in Gameplay

Steps to Reproduce:
1) During gameplay, while monitoring the Xbox 360 console and the Player using Controller 1.
2) The following text appears in the XbWatson output:

""[XNET:1] Warning: recv failed: 10054""

Expected Results:
There must not be unexpected errors reported to XbWatson

Notes:
1) This also occurs in career mode. 
2) Other output has also been seen.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6302,B,Always (100%),10/22/08 X360,Menu System,Text,"Text - Menu System: The Post-earned text for the Achievement ""Speedball Chief"" is incorrectly displayed","Summary:
The Post-earned text for the Achievement ""Speedball Chief"" is incorrectly displayed.

Steps to Reproduce:
1) From the Main Menu, with a Gamer Profile signed in that has earned the ""Speedball Chief"" Achievement.
2) The Player presses the Xbox Guide button.
3) The Xbox Guide Blade appears.
4) The Player selects the Gamer Profile.
5) The Player selects View Games.
6) The Player selects Paintball 2009.
7) The Player selects the Achievement Speedball Chief, and the following Post-earned text appears: 

""Won at least 50 Speedball Ranked matches over Xbox LIVE""

Change to:

""Won at least 50 Speedball Ranked Matches over Xbox LIVE""

By changing the text ""matches"" to the text ""Matches"".",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6301,B,Always (100%),10/22/08 X360,Menu System,Text,"Text - Menu System: The Pre-earned text for the Achievement ""Woodsball Chief"" is incorrectly displayed","Summary:
The Pre-earned text for the Achievement “Woodsball Chief” is incorrectly displayed.

Steps to Reproduce:
1) From the Main Menu, with a Gamer Profile signed in that has not earned the ""Woodsball Chief"" Achievement.
2) The Player presses the Xbox Guide button.
3) The Xbox Guide Blade appears.
4) The Player selects the Gamer Profile.
5) The Player selects View Games.
6) The Player selects Paintball 2009.
7) The Player selects the Achievement Woodsball Chief, and the following Pre-earned text appears: 

“Win at least 50 Woodsball matches over Xbox LIVE”

Change to:

“Win at least 50 Woodsball Ranked Matches over Xbox LIVE”

By changing the text ""matches"" to the text ""Ranked Matches"".",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6300,B,Always (100%),10/22/08 X360,Menu System,Text,"Text - Menu System: The Pre-earned text for the Achievement ""Speedball Chief"" is incorrectly displayed","Summary:
The Pre-earned text for the Achievement “Speedball Chief” is incorrectly displayed.

Steps to Reproduce:
1) From the Main Menu, with a Gamer Profile signed in that has not earned the ""Speedball Chief"" Achievement.
2) The Player presses the Xbox Guide button.
3) The Xbox Guide Blade appears.
4) The Player selects the Gamer Profile.
5) The Player selects View Games.
6) The Player selects Paintball 2009.
7) The Player selects the Achievement Speedball Chief, and the following Pre-earned text appears: 

“Win at least 50 Speedball Ranked matches over Xbox LIVE”

Change to:

“Win at least 50 Speedball Ranked Matches over Xbox LIVE”

by changing the text ""matches"" to the text ""Matches.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6299,S,Always (100%),10/22/08 X360,Field Creator,1st Party Standards,TCR 029 - Field Creator: An unnecessary message appears after storing a Field Creator map.,"Summary:
An unnecessary message appears after storing a Field Creator map.

Steps to Reproduce:
1) From the Field Creator.
2) The Player presses the START (Pause) button.
3) The Pause Menu appears.
4) The Player selects Store Custom Field.
5) The Store Custom Field list appears.
6) The Player selects any slot.
7) The Map Name Menu appears.
8) The Player selects Done, and the following text appears:

""Custom field saved succesfully.""

Change to:

""Custom field stored successfully.""

by changing the text ""saved succesfully."" to the text ""stored successfully.""

When an error prevents a game from performing a task dictated by the player or expected under normal gameplay, the game must display a user-friendly message that addresses the error. The game must transparently handle software errors that are not relevant to gameplay. This is a violation of TCR 029.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6298,S,Always (100%),10/22/08 X360,Team Outfit,1st Party Standards,TCR 022 - Team Outfit: The Xbox Guide Blade cannot be accessed after selecting Team Outfit for ~3 seconds to ~5 seconds,"Summary:
The Xbox Guide Blade cannot be accessed after selecting Team Outfit for ~3 seconds to ~5 seconds 

Steps to Reproduce:
1) From the Career Menu.
2) The Player selects Team Outfit.
3) The Player quickly presses the Xbox Guide button, and the Xbox Guide Blade does not appear for ~3 seconds to ~5 seconds.

Expected Results:
Games must ensure that system UI can be rendered at least every 66 milliseconds in all areas of the game for any display mode. This is a violation of TCR 022. 

Notes:
1) The time it takes until the Xbox Guide Blade appears seems to take longer when more items are unlocked.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6297,S,Always (100%),10/22/08 X360,Gear Store,1st Party Standards,TCR 022 - Gear Store: The Xbox Guide Blade cannot be accessed after selecting Gear Store for ~3 seconds to ~5 seconds,"Summary:
The Xbox Guide Blade cannot be accessed after selecting Gear Store for ~3 seconds to ~5 seconds 

Steps to Reproduce:
1) From the Career Menu.
2) The Player selects Gear Store.
3) The Player quickly presses the Xbox Guide button, and the Xbox Guide Blade does not appear for ~3 seconds to ~5 seconds.

Expected Results:
Games must ensure that system UI can be rendered at least every 66 milliseconds in all areas of the game for any display mode. This is a violation of TCR 022. 

Notes:
1) The time it takes until the Xbox Guide Blade appears seems to take longer when more items are unlocked.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6296,S,Always (100%),10/22/08 X360,Field Creator,1st Party Standards,TCR 022 - Field Creator: The Xbox Guide Blade cannot be accessed after selecting Store Custom Field for ~3 seconds to ~5 seconds,"Summary:
The Xbox Guide Blade cannot be accessed after selecting Store Custom Field for ~3 seconds to ~5 seconds

Steps to Reproduce:
1) From the Field Creator.
2) the Player presses the START (Pause) button.
3) The Player selects Store Custom Field.
4) The Player quickly presses the Xbox Guide button, and the Xbox Guide Blade does not appear for ~3 seconds to ~5 seconds.

Expected Results:
Games must ensure that system UI can be rendered at least every 66 milliseconds in all areas of the game for any display mode. This is a violation of TCR 022.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6295,B,Always (100%),10/22/08 X360,Multiplayer,Scoring,Scoring - System Link: Scores of the bots do not show up on the in-game Stats Screen,"Summary:
Scores of the bots do not show up on the in-game Stats Screen 

Steps to Reproduce:
1) During gameplay, System Link, with at least one bot present.
2) The Player presses the BACK button.
3) The in-game Stats Screen appears, and there score or listing for the bot.

Expected Results:
The bots must be listed on the in-game stats screen.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6294,B,Always (100%),10/22/08 X360,Multiplayer,Scoring,Scoring - Player Match: Scores of the bots do not show up on the in-game Stats Screen,"Summary:
Scores of the bots do not show up on the in-game Stats Screen 

Steps to Reproduce:
1) During gameplay, Player Match, with at least one bot present.
2) The Player presses the BACK button.
3) The in-game Stats Screen appears, and there score or listing for the bot.

Expected Results:
The bots must be listed on the in-game stats screen.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6293,S,Always (100%),10/22/08 X360,Multiplayer,1st Party Standards,TCR 071 - Ranked Match: There is no way to access the Gamer Card of the listed Players on the in-game Stats Screen,"Summary:
There is no way to access the Gamer Card of the listed Players on the in-game Stats Screen

Steps to Reproduce:
1) During gameplay, Ranked Match.
2) The Player presses the BACK button.
3) The in-game Stats Screen appears, and there is no way to highlight or select any highlighted Gamertag.

Expected Results:
The Player must be able to highlight any in-game Gamertag, and view the Gamer Card of the selected Gamertag.

Games must provide the player the option to access another player’s gamer card wherever gamertags are enumerated. This is a violation of TCR 071.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6292,S,Always (100%),10/22/08 X360,Multiplayer,1st Party Standards,TCR 071 - Player Match: There is no way to access the Gamer Card of the listed Players on the in-game Stats Screen,"Summary:
There is no way to access the Gamer Card of the listed Players on the in-game Stats Screen

Steps to Reproduce:
1) During gameplay, Player Match.
2) The Player presses the BACK button.
3) The in-game Stats Screen appears, and there is no way to highlight or select any highlighted Gamertag.

Expected Results:
The Player must be able to highlight any in-game Gamertag, and view the Gamer Card of the selected Gamertag.

Games must provide the player the option to access another player’s gamer card wherever gamertags are enumerated. This is a violation of TCR 071.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6290,B,Always (100%),10/23/08 PS3,Gameplay,Gameplay,"Gameplay - Gameplay: If the User's Character is sliding and gets hit to bring up the Cheat Meter, the User's Character continues to slide an extended distance.","Summary:
During gameplay, if the User's Character begins a slide and is hit by a paintball, the Cheat Meter is displayed, while the Cheat Meter is displayed the User's Character continues to slide for an extended distance.

Steps to Reproduce:
1) Select any gameplay,
2) Proceed from the home base toward the opponents base,
3) While sprinting, press X to slide,
4) Allow the User's Character to get hit while sliding so the Cheat Meter is displayed,
5) Observe the User's Character continues to slide while the Cheat Meter is displayed.

Expected Results:
User's Character must slide the proper distance at all times.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6289,B,Always (100%),10/22/08 X360,Credits,Text,Text - Credits: test team members missing from the credits.,"Summary: Test Team members missing from the credits.

Steps to Reproduce:
1) User selects Credits.
2) User observes 3 Test Team members are not included.

Change to: 

David V. Mitchell
Justin Kettner
James Tjaden

By adding David V. Mitchell, Justin Kettner, and James Tjaden to the credit text.

NOTE(1): These name are in addition to the existing Test Team names in the credits.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6288,C,Always (100%),10/22/08 X360,Gameplay,Video/Graphic,Video/Graphic - Gameplay: The Viewloader Dynasty Vlocity hopper appears improperly.,"Summary:
During gameplay, with the Viewloader Dynasty Vlocity hopper equipped, the User observes the hopper appears with a chrome reflective surface which is inaccurate to the way it looks in the menu system.

Steps to Reproduce:
1) From the main menu, select any Game Mode,
2) With the Viewloader Dynasty Vlocity hopper equipped, select any level,
3) observe the Viewloader Dynasty Vlocity hopper appears improperly during gameplay.

Expected Results:
All equipment must appear consistent throughout gameplay.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6287,B,Always (100%),10/22/08 X360,Menu System,Menu/GUI,Menu/GUI - Ranked Match: The Host is moved to the System Link Menu when all the clients quit of of their game,"Summary:
The Host is moved to the System Link Menu when all the clients quit of of their game

Steps to Reproduce:
1) During gameplay, Ranked Match, with the Player as the Host.
2) All the clients quit out of the game.
3) The ""All players have left"" message appears.
4) The Player selects Ok
5) A loading screen appears, and the System Link Menu appears.

Expected Results:
After a game ends, the Host must be returned to the Ranked Match Menu.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6284,C,Always (100%),10/22/08 X360,Gameplay,Video/Graphic,Video/Graphic - Gameplay: The Sly Tyrant Half gloves appear improperly.,"Summary:
During gameplay, with the Sly Tyrant Half gloves equipped, the User observes the exposed skin appears greasy or shiny like the hands are made of plastic.

Steps to Reproduce:
1) From the main menu, select any Game Mode,
2) With the Sly Tyrant Half gloves equipped, select any level,
3) observe the exposed skin appears improperly during gameplay.

Expected Results:
All equipment must appear properly throughout gameplay.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6282,B,Always (100%),10/22/08 X360,Gameplay,Menu/GUI,Menu/GUI - Player Match: The clients are moved to the System Link Menu when all the Host quits out of the game,"Summary:
The clients are moved to the System Link Menu when all the Host quits out of the game

Steps to Reproduce:
1) During gameplay, Player Match, with the Player as a client.
2) The Host quits out of the match.
3) A ""Host has left"" message appears.
4) The Player selects Ok.
5) A loading screen appears, and the System Link Menu appears.

Expected Results:
When the Host quites, they must be returned to the correct Player Match Menu, with the options ""Quick Match"", ""Custom Match"" and ""Create Game"". 

Notes:
1) This is related to issue 6278.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6279,C,Always (100%),10/22/08 X360,Gameplay,Video/Graphic,Video/Graphic - Gameplay: The Redz Enzy 08 Red left glove appears improperly.,"Summary:
During gameplay, with the Redz Enzy 08 Red gloves equipped, the User observes the left glove appears with the sponsor text inverted, which is inaccurate to the way it looks in the menu system.

Steps to Reproduce:
1) From the main menu, select any Game Mode,
2) With the Redz Enzy 08 Red gloves equipped, select any level,
3) observe the Redz Enzy 08 Red left glove appears improperly during gameplay.

Expected Results:
All equipment must appear consistent throughout gameplay.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6278,B,Always (100%),10/22/08 X360,Multiplayer,Menu/GUI,Menu/GUI - Player Match: The Host is moved to the System Link Menu when they quit of of their game,"Summary:
The Host is moved to the System Link Menu when they quit of of their game

Steps to Reproduce:
1) During gameplay, Player Match, with the Player as the Host.
2) The Player presses the START (Pause) button.
3) The Player selects Quit Match.
4) The Player selects Yes.
5) A loading screen appears, and the System Link Menu appears.

Expected Results:
When the Host quites, they must be returned to the correct Player Match Menu, with the options ""Quick Match"", ""Custom Match"" and ""Create Game"".

Notes:
1) This issue also occurs if the Players disconnect during the Match Lobby countdown.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6277,C,Always (100%),10/22/08 X360,Gameplay,Video/Graphic,Video/Graphic - Gameplay: The JT Proteus mask appears improperly.,"Summary:
During gameplay, with the JT Proteus mask equipped, the User observes the mask's front faceplate appears with a chrome reflective surface which is inaccurate to the way it looks in the menu system.

Steps to Reproduce:
1) From the main menu, select any Game Mode,
2) With the JT Proteus mask equipped, select any level,
3) observe the JT Proteus mask appears improperly during gameplay.

Expected Results:
All equipment must appear consistent throughout gameplay.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6276,C,Always (100%),10/22/08 X360,Gameplay,Video/Graphic,Video/Graphic - Gameplay: The Custom Products CP Air 48ci air tank appears improperly.,"Summary:
During gameplay, with the Custom Products CP Air 48ci air tank equipped, the User observes the hopper appears with a chrome reflective surface which is inaccurate to the way it looks in the menu system.

Steps to Reproduce:
1) From the main menu, select any Game Mode,
2) With the Custom Products CP Air 48ci air tank equipped, select any level,
3) observe the Custom Products CP Air 48ci air tank appears improperly during gameplay.

Expected Results:
All equipment must appear consistent throughout gameplay.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6275,C,Always (100%),10/22/08 X360,Gameplay,Video/Graphic,"Video/Graphic - Gameplay: The Smart Parts All American 16"" The Freak Front barrel appears improperly.","Summary:
During gameplay, with the Smart Parts All American 16"" The Freak Front barrel equipped, the User observes the hopper appears with a chrome reflective surface which is inaccurate to the way it looks in the menu system.

Steps to Reproduce:
1) From the main menu, select any Game Mode,
2) With the Smart Parts All American 16"" The Freak Front barrel equipped, select any level,
3) observe the Smart Parts All American 16"" The Freak Front barrel appears improperly during gameplay.

Expected Results:
All equipment must appear consistent throughout gameplay.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6274,C,Always (100%),10/22/08 X360,Gameplay,Video/Graphic,Video/Graphic - Gameplay: The Invert Mini marker appears improperly.,"Summary:
During gameplay, with the The Invert Mini marker equipped, the User observes the marker appears with a chrome reflective surface on the barrel shaft which is inaccurate to the way it looks in the menu system.

Steps to Reproduce:
1) From the main menu, select any Game Mode,
2) With the Invert Mini marker equipped, select any level,
3) observe the Invert Mini marker barrel shaft appears improperly during gameplay.

Expected Results:
All equipment must appear consistent throughout gameplay.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6273,C,Always (100%),10/22/08 X360,Gameplay,Video/Graphic,Video/Graphic - Gameplay: The Viewloader Vlocity hopper appears improperly.,"Summary:
During gameplay, with the Viewloader Vlocity hopper equipped, the User observes the hopper appears with a chrome reflective surface which is inaccurate to the way it looks in the menu system.

Steps to Reproduce:
1) From the main menu, select any Game Mode,
2) With the Viewloader Vlocity hopper equipped, select any level,
3) observe the Viewloader Vlocity hopper appears improperly during gameplay.

Expected Results:
All equipment must appear consistent throughout gameplay.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6270,C,Always (100%),10/22/08 X360,Gameplay,Video/Graphic,Video/Graphic - Gameplay: The WGP Stratos airtank appears improperly.,"Summary:
During gameplay, with the WGP Stratos airtank equipped, the User observes the airtank appears with a chrome reflective surface which is inaccurate to the way it looks in the menu system.

Steps to Reproduce:
1) From the main menu, select any Game Mode,
2) With the WGP Stratos airtank equipped, select any level,
3) observe theWGP Stratos airtank appears improperly during gameplay.

Expected Results:
All equipment must appear consistent throughout gameplay.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6269,C,Always (100%),10/22/08 X360,Gameplay,Video/Graphic,Video/Graphic - Gameplay: The Viewloader eVLution 3 hopper appears improperly.,"Summary:
During gameplay, with the Viewloader eVLution 3 hopper equipped, the User observes the hopper appears with a chrome reflective surface which is inaccurate to the way it looks in the menu system.

Steps to Reproduce:
1) From the main menu, select any Game Mode,
2) With the Viewloader eVLution 3 hopper equipped, select any level,
3) observe the Viewloader eVLution 3 hopper appears improperly during gameplay.

Expected Results:
All equipment must appear consistent throughout gameplay.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6268,B,Always (100%),10/22/08 X360,Multiplayer,Menu/GUI,Menu/GUI - Player Match: The Host is moved to the System Link Menu when all the clients quit out of their game,"Summary:
The Host is moved to the System Link Menu when all the clients quit out of their game

Steps to Reproduce:
1) During gameplay, Player Match, with the Player as the Host.
2) All the clients quit out of the game.
3) The ""All players have left"" message appears.
4) The Player selects Ok
5) A loading screen appears, and the System Link Menu appears.

Expected Results:
After a game ends, the Host must be returned to the correct Player Match Menu, with the options ""Quick Match"", ""Custom Match"" and ""Create Game"".

Notes:
1) This issue also occurs if the Players disconnect during the Match Lobby countdown.",,39745,39746,,AMP QA (E)\Xbox 360,,6. Dev - Open
6267,S,Always (100%),10/22/08 X360,Menu System,1st Party Standards,Programming Guidelines 11.1 - Menu System: The Save Verification messages do not appear in the HOME Menu,"Summary:
The Save Verification messages do not appear in the HOME Menu

Steps to Reproduce:
1) From the Main Menu.
2) The Player presses the HOME Button.
3) The HOME Menu appears.
4) The Player selects Wii Menu, and the ""Return to Wii Menu?"" message appears without the Save Verification text.

Expected Results:
Both the ""Return to Wii Menu?"" and the ""Reset Game?"" messages must appear with the Save Verification message.

Programming Guidelines 11.1

Notes:
1) This also occurs if the Player selects ""RESET"" instead of ""Wii Menu"".",,39745,39745,,AMP QA (E)\Xbox 360,,6. Dev - Open
